article_id,year,decade,journal,title,intended_outcome__belonging_and_community,intended_outcome__belonging_and_community_engagement_and_participation,intended_outcome__belonging_and_community_learning_and_literacy,intended_outcome__belonging_and_community_wellness_and_resilience,intended_outcome__collections_and_access,intended_outcome__cultural_stewardship_and_preservation,intended_outcome__cultural_stewardship_and_preservation_belonging_and_community,intended_outcome__cultural_stewardship_and_preservation_discovery_and_advisory,intended_outcome__discovery_and_advisory,intended_outcome__discovery_and_advisory_equitable_access,intended_outcome__discovery_and_advisory_institutional_capacity,intended_outcome__engagement_and_participation,intended_outcome__engagement_and_participation_discovery_and_advisory,intended_outcome__engagement_and_participation_equitable_access,intended_outcome__engagement_and_participation_equitable_access_learning_and_literacy,intended_outcome__engagement_and_participation_institutional_capacity,intended_outcome__equitable_access,intended_outcome__equitable_access_belonging_and_community,intended_outcome__equitable_access_community_and_inclusion,intended_outcome__equitable_access_cultural_stewardship_and_preservation,intended_outcome__equitable_access_discovery_and_advisory,intended_outcome__equitable_access_engagement_and_participation,intended_outcome__equitable_access_institutional_capacity,intended_outcome__equitable_access_learning_and_literacy,intended_outcome__institutional_capacity,intended_outcome__institutional_capacity_belonging_and_community,intended_outcome__institutional_capacity_social_equity_and_access,intended_outcome__learning_and_literacy,intended_outcome__learning_and_literacy_belonging_and_community,intended_outcome__learning_and_literacy_discovery_and_advisory,intended_outcome__learning_and_literacy_engagement_and_participation,intended_outcome__learning_and_literacy_equitable_access,intended_outcome__learning_and_literacy_institutional_capacity,intended_outcome__not_applicable,intended_outcome__other,intended_outcome__professional_capacity,intended_outcome__space_and_infrastructure,intended_outcome__sustainable_operations,intended_outcome__theoretical_or_conceptual,intended_outcome__wellness_and_resilience
johnson2023,2023,2020s,College & Research Libraries,"Foundations of Intellectual Freedom. Emily J. M. Knox. Chicago: ALA Neal-Schumann, 2023. 144 p. Paper, $54.99 (978-0-8389-3783-9).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
joiner2018,2018,2010s,Information Technology and Libraries,Getting to Yes: Stakeholder Buy-In for Implementing Emerging Technologies in Your Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2007,2007,2000s,College & Research Libraries,How Much Do the “Best” Colleges Spend on Libraries? Using College Rankings to Provide Library Financial Benchmarks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2008,2008,2000s,College & Research Libraries,Identifying Student and Faculty Needs through LibQUAL+™: An Analysis of Qualitative Survey Comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2013,2013,2010s,Library Trends,Collection Growth in Postwar America: A Critique of Policy and Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2018,2018,2010s,College & Research Libraries,Learning Analytics and the Academic Library: Professional Ethics Commitments at a Crossroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2024,2024,2020s,College & Research Libraries,"Integrated Library Planning: A New Model for Strategic and Dynamic Planning, Management and Assessment, Myka Kennedy Stephens, Association of College and Research Libraries Publications, 2023, Softcover, 160 pages, $62.00.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jones2025,2025,2020s,College & Research Libraries,Preparing Academic Librarians to Prioritize Privacy in Learning Analytics Projects: An Evaluation of a Professional Development Course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan2024,2024,2020s,College & Research Libraries,"Opening Ceremony: Inviting Inclusion into University Governance, Kathryn Johnson Gindlesparger, University of Minnesota Press, 2023, 9781517915926, softcover, 96 pages, $10.00, 9781452969947, eBook, $4.95.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jordy1999,1999,1990s,College & Research Libraries,Book Reviews As a Tool for Assessing Publisher Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jorgensen2005,2005,2000s,Information Technology and Libraries,Citations in Hypermedia: Implementation Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
joseph2020,2020,2020s,College & Research Libraries,"The Culture of Digital Scholarship in Academic Libraries. Robin Chin Roemer and Verletta Kern, eds. Chicago, IL: American Library Association, 2019. 240p. Paper, $71.99 (ISBN 978-0-8389-1897-5). LC 2019943587.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
joswick1997,1997,1990s,College & Research Libraries,The Core List Mirage: A Comparison of the Journals Frequently Consulted by Faculty and Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
joswick1999,1999,1990s,College & Research Libraries,Article Publication Patterns of Academic Librarians: An Illinois Case Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
joswick2004,2004,2000s,College & Research Libraries,Assessing Marketing Literature: A Study of the Readings Assigned in Doctoral Seminars in Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jr2006-1,2006,2000s,Information Technology and Libraries,Enriching Traditional Cataloging for Improved Access to Information:Library of Congress Tables of Contents Projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jr2006,2006,2000s,Information Technology and Libraries,Strong Copyright + DRM + Weak Net Neutrality = Digital Dystopia?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
julien2000,2000,2000s,College & Research Libraries,Information Literacy Instruction in Canadian Academic Libraries: Longitudinal Trends and International Comparisons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
julien2012,2012,2010s,Library Trends,Capitalizing on Information Organization and Information Visualization for a New-Generation Catalogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
julien2018,2018,2010s,College & Research Libraries,Survey of Information Literacy Instructional Practices in U.S. Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kabo2024,2024,2020s,College & Research Libraries,Longitudinal Associations between Online Usage of Library-Licensed Content and Undergraduate Student Performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kachaluba2014,2014,2010s,College & Research Libraries,Developing Humanities Collections in the Digital Age: Exploring Humanities Faculty Engagement with Electronic and Print Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kane1997,1997,1990s,College & Research Libraries,Access vs. Ownership: Do We Have to Make a Choice?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kannegiser2021,2021,2020s,College & Research Libraries,Effects of an Augmented Reality Library Orientation on Anxiety and Self-Efficacy: An Exploratory Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kapitzke2009,2009,2000s,Library Trends,Rethinking Copyrights for the Library through Creative Commons Licensing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaplowitz1998,1998,1990s,College & Research Libraries,Computer-Assisted Instruction: Is It an Option for Bibliographic Instruction in Large Undergraduate Survey Classes?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kasapovic2015,2015,2010s,Library Trends,In “No Man’s Land”: Libraries in Post-Dayton Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2017-1,2017,2010s,College & Research Libraries,The Role and Responsibility of Peer Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2017,2017,2010s,College & Research Libraries,The Signaling Value of Peer Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2018-1,2018,2010s,College & Research Libraries,Approaching a New Year—And a New Look for the Journal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2018,2018,2010s,College & Research Libraries,Considering Developmental Peer Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2019-1,2019,2010s,College & Research Libraries,Global Scholarship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2019-2,2019,2010s,College & Research Libraries,Recasting the Narrative: Adapting and Leading the Transition to New Roles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2019-3,2019,2010s,College & Research Libraries,Academic Knowledge Production and University Presses: Some Random Thoughts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2019,2019,2010s,College & Research Libraries,Continued Efforts for Transparency and Inclusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kaspar2020,2020,2020s,College & Research Libraries,Boundaries: Some Thoughts on Space…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2021-1,2021,2020s,College & Research Libraries,Looking for a Sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2021-2,2021,2020s,College & Research Libraries,Adapt and Thrive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2021,2021,2020s,College & Research Libraries,"Good Will Hunting, Intellectual Humility, and Conversations in Quarantine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2022-1,2022,2020s,College & Research Libraries,Academic Freedom and (Anti) Social Media?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kaspar2022,2022,2020s,College & Research Libraries,My Last Editorial—A Cautionary Tale?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kastellec2012,2012,2010s,Information Technology and Libraries,Practical Limits to the Scope of Digital Preservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kathy2007,2007,2000s,Library Trends,Cultural Policy in a Time of War: The American Response to Endangered Books in World War II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
katz2007,2007,2000s,Information Technology and Libraries,Testing Information Literacy in Digital Environments: ETS's iSkills Assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kayongo2012,2012,2010s,College & Research Libraries,Relevance of Library Collections for Graduate Student Research: A Citation Analysis Study of Doctoral Dissertations at Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelly2015,2015,2010s,College & Research Libraries,"Citation Patterns of Engineering, Statistics, and Computer Science Researchers: An Internal and External Citation Analysis across Multiple Engineering Subfields",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kelly2020,2020,2020s,College & Research Libraries,Collaborative and Co-curricular: Programming and Academic Library Impact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelsey2003,2003,2000s,College & Research Libraries,Establishing a Core List of Journals for Forestry: A Citation Analysis from Faculty at Southern Universities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kennedy1968,1968,1960s,Information Technology and Libraries,Bell Laboratories' Library Real-Time Loan System (BELLREL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kennedy1971,1971,1970s,Information Technology and Libraries,File Size and the Cost of Processing MARC Records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kennedy2005,2005,2000s,College & Research Libraries,Reformatting Preservation Departments: The Effect of Digitization on Workload and Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerchner2006,2006,2000s,Information Technology and Libraries,A Dynamic Methodology for Improving the Search Experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kessenides2022,2022,2020s,College & Research Libraries,"Deanna Marcum and Roger C. Schonfeld. Along Came Google: A History of Library Digitization. Princeton, NJ: Princeton University Press, 2021. 232p. Hardcover, $25.99 (ISBN: 978-0691172712).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ketchell2009,2009,2000s,Information Technology and Libraries,LaneConnex: An Integrated Biomedical Digital Library Interface,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kettler2021,2021,2020s,College & Research Libraries,"Emma Annette Wilson. Digital Humanities for Librarians. Lanham, MD: Rowman Littlefield, 2020. 248p. Hardback, $115 (ISBN: 978-1-5381-1644-9).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
khan2019,2019,2010s,Information Technology and Libraries,A Systematic Approach Towards Web Preservation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khoo2016,2016,2010s,College & Research Libraries,"“A Really Nice Spot”: Evaluating Place, Space, and Technology in Academic Libraries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khoo2024,2024,2020s,Information Technology and Libraries,Knowledge Graph Visualization Interface for Digital Heritage Collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kibirige2017,2017,2010s,Information Technology and Libraries,The Internet as a Source of Academic Research Information: Findings of Two Pilot Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour1968,1968,1960s,Information Technology and Libraries,Costs of Library Catalog Cards Produced by Computer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour1970-1,1970,1970s,Information Technology and Libraries,Concept of an On-Line Computerized Library Catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour1970,1970,1970s,Information Technology and Libraries,History of Library Computerization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour1971,1971,1970s,Information Technology and Libraries,Title-Only Entries Retrieved by Use of Truncated Search Keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour1972,1972,1970s,Information Technology and Libraries,The Shared Cataloging System of the Ohio College Library Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kilgour2013,2013,2010s,Information Technology and Libraries,Library Computerization in the United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2007,2007,2000s,Information Technology and Libraries,Enterprise Digital Asset Management System Pilot: Lessons Learned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2011,2011,2010s,Information Technology and Libraries,Factors Affecting University Library Website Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2018-1,2018,2010s,Information Technology and Libraries,"President’s Message: Rebuilding Our Identity, Together",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2018,2018,2010s,Information Technology and Libraries,President’s Message: Imagination and Structure in Times of Change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2019,2019,2010s,College & Research Libraries,Exposing Standardization and Consistency Issues in Repository Metadata Requirements for Data Deposition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2022,2022,2020s,Information Technology and Libraries,"Digitization of Libraries, Archives, and Museums in Russia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kim2025,2025,2020s,College & Research Libraries,Building Distinctive Collections: A Survey of Association of Research Libraries’ Member Institutions Acquisitions Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kim2026,2026,2020s,Library Trends,The Value of Data Literacy: Insights from Community College Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kimball2007,2007,2000s,Library Trends,From Refuge to Risk: Public Libraries and Children in World War I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kimball2012,2012,2010s,Library Trends,Seeing the World from Main Street: Early Twentieth-Century Juvenile Collections about Life in Other Lands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kimball2013,2013,2010s,College & Research Libraries,A Citation Analysis of Atmospheric Science Publications by Faculty at Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimball2014,2014,2010s,Library Trends,"“A Home-like Atmosphere”: The Advent of Children’s Rooms at St. Louis Public Library, 1906–1912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
king1974,1974,1970s,Information Technology and Libraries,The Binary Vector as the Basis of an Inverted Index File,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kingma2015,2015,2010s,College & Research Libraries,"Lib-Value: Values, Outcomes, and Return on Investment of Academic Libraries, Phase III: ROI of the Syracuse University Library",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kingsley2022,2022,2020s,College & Research Libraries,Scholarly Communication Competencies: An Analysis of Confidence among Australasia Library Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kinsley2015,2015,2010s,College & Research Libraries,Graduate Conversations: Assessing the Space Needs of Graduate Students,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirchhoff2009,2009,2000s,Library Trends,Expanding the Preservation Network: Lessons from Portico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirkland1997,1997,1990s,College & Research Libraries,The Missing Women Library Directors: Deprivation versus Mentoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirkpatrick1998,1998,1990s,College & Research Libraries,The Training of Academic Library Staff on Information Technology within the Libraries of the Minnesota State Colleges and Universities System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirsch2009,2009,2000s,Library Trends,The Record of Business and the Future of Business History: Establishing a Public Interest in Private Business Records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirsch2019,2019,2010s,Information Technology and Libraries,Virtual Reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kiscaden2014,2014,2010s,Information Technology and Libraries,Creating a Current Awareness Service Using Yahoo! Pipes and LibGuides,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiser2024,2024,2020s,College & Research Libraries,From “Outside the Box” to “Out the Window”: Teaching with Primary Sources through the Pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kissa2024,2024,2020s,College & Research Libraries,Exploring the Cost Effectiveness of Services in Academic Libraries: A Case Study with the Use of Time-Driven Activity-Based Costing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kite2012,2012,2010s,Library Trends,"Building Texts + Reading Fabrics: Metaphor, Memory, and Material in John Ruskin's Stones of Venice",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
klassen2020,2020,2020s,College & Research Libraries,"Science AI Database Holdings at ARL and Oberlin Group Libraries, 2011–2016: A Longitudinal Study",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kleiner1997,1997,1990s,College & Research Libraries,"Libraries 2000: Transforming Libraries Using Document Delivery, Needs Assessment, and Networked Resources",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
knight2005,2005,2000s,Library Trends,Preservation Metadata: National Library of New Zealand Experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knightdavis2008,2008,2000s,College & Research Libraries,Analysis of Citations in Undergraduate Papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
knowlton2016,2016,2010s,College & Research Libraries,A Two-Step Model for Assessing Relative Interest in E-books Compared to Print,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
knox2014-1,2014,2010s,Library Trends,“The Books Will Still Be in the Library”: Narrow Definitions of Censorship in the Discourse of Challengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
